1,0,0,0,0,0,0.01
0,1,0.02,0,0,0.0085199,0
0,0,1,0,0,0.017163,0
0,0,0,1,0.01,0,0
0,0,0,0.18884,1,0.056786,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,0,0,0.017453,0.01,0
1,0,0,0,0,0,0
0,1,0,0,0,0,0
0,0,0,-21.423,0,-0.059646,0
0,0,0,0,1,0,0
0,0,0,0,0,1.7163,0
0,0,0,0,0,1,0
0,0,0,0,0,0,1
0,0,-1.0733,0,0,0,0
0.22269,0,0,0,0,0,0.0096335
0,0.24192,0,0,2.5996e-05,0.0084753,0
0,0.22054,0,0,5.2368e-05,0.017073,0
0,0,-6.2406e-05,0.01,0,0,0
0,0,-1.2332e-05,1,0.00017326,0.056487,0
0,0,0,0,0.0030512,0.99476,0
6.9691e-05,0,0,0,0,0,0.8541
